11.250000,5.050000,1.000000
10.950000,4.700000,1.000000
9.850000,5.800000,1.000000
9.800000,5.750000,1.000000
9.150000,6.800000,1.000000
8.650000,6.600000,1.000000
8.400000,7.500000,1.000000
7.900000,7.750000,1.000000
6.950000,8.700000,1.000000
7.250000,9.750000,1.000000
7.300000,10.250000,1.000000
5.900000,10.700000,1.000000
5.850000,11.800000,1.000000
6.450000,12.050000,1.000000
5.700000,12.950000,1.000000
5.350000,13.450000,1.000000
5.400000,14.650000,1.000000
4.700000,14.850000,1.000000
5.400000,15.400000,1.000000
5.100000,16.250000,1.000000
5.750000,16.700000,1.000000
4.850000,17.650000,1.000000
5.000000,18.000000,1.000000
6.050000,18.000000,1.000000
5.700000,19.450000,1.000000
5.300000,19.550000,1.000000
5.850000,21.250000,1.000000
6.100000,21.350000,1.000000
6.550000,22.150000,1.000000
5.900000,22.800000,1.000000
7.150000,23.700000,1.000000
6.750000,24.250000,1.000000
7.950000,24.650000,1.000000
7.750000,25.300000,1.000000
8.800000,26.050000,1.000000
8.850000,26.950000,1.000000
9.350000,27.450000,1.000000
9.950000,27.100000,1.000000
11.250000,28.200000,1.000000
10.700000,28.550000,1.000000
11.950000,29.450000,1.000000
11.950000,28.650000,1.000000
13.100000,30.050000,1.000000
13.400000,29.300000,1.000000
14.700000,30.200000,1.000000
14.700000,30.600000,1.000000
16.100000,30.400000,1.000000
16.100000,31.050000,1.000000
17.550000,30.800000,1.000000
17.650000,31.750000,1.000000
18.550000,31.600000,1.000000
18.850000,30.600000,1.000000
19.850000,30.900000,1.000000
20.100000,31.300000,1.000000
21.500000,31.350000,1.000000
20.850000,30.400000,1.000000
22.950000,30.050000,1.000000
23.400000,30.300000,1.000000
24.200000,29.900000,1.000000
24.750000,30.000000,1.000000
25.550000,29.300000,1.000000
25.550000,28.450000,1.000000
26.700000,28.300000,1.000000
26.850000,28.750000,1.000000
27.600000,27.150000,1.000000
28.250000,27.400000,1.000000
29.050000,27.000000,1.000000
29.050000,26.200000,1.000000
29.450000,25.550000,1.000000
30.050000,25.550000,1.000000
30.300000,23.300000,1.000000
30.600000,23.950000,1.000000
30.900000,22.750000,1.000000
31.000000,22.300000,1.000000
30.650000,21.300000,1.000000
31.300000,20.800000,1.000000
31.850000,21.200000,1.000000
31.450000,19.300000,1.000000
32.700000,19.300000,1.000000
31.900000,17.900000,1.000000
33.050000,18.050000,1.000000
32.800000,16.600000,1.000000
32.200000,16.300000,1.000000
32.400000,15.150000,1.000000
31.800000,14.750000,1.000000
32.350000,13.250000,1.000000
31.650000,13.350000,1.000000
31.150000,12.050000,1.000000
32.000000,11.900000,1.000000
31.050000,10.300000,1.000000
31.950000,10.400000,1.000000
30.050000,9.550000,1.000000
30.500000,8.250000,1.000000
29.600000,8.250000,1.000000
29.800000,7.600000,1.000000
29.000000,7.050000,1.000000
29.000000,6.700000,1.000000
27.600000,5.950000,1.000000
28.150000,5.450000,1.000000
26.500000,4.800000,1.000000
26.400000,4.400000,1.000000
25.800000,3.650000,1.000000
25.500000,4.100000,1.000000
31.600000,16.600000,1.000000
30.700000,17.400000,1.000000
29.650000,17.950000,1.000000
29.150000,16.500000,1.000000
30.500000,15.550000,1.000000
29.950000,13.550000,3.000000
30.000000,11.850000,1.000000
28.650000,14.100000,3.000000
27.450000,10.850000,3.000000
26.400000,10.750000,3.000000
25.050000,10.100000,3.000000
26.200000,11.550000,3.000000
27.200000,13.300000,3.000000
28.300000,14.450000,3.000000
27.950000,14.650000,3.000000
27.950000,14.700000,3.000000
23.150000,11.000000,3.000000
22.900000,11.600000,3.000000
23.900000,11.600000,3.000000
24.550000,11.600000,3.000000
23.850000,12.450000,3.000000
23.350000,13.100000,3.000000
24.850000,13.200000,3.000000
25.100000,12.250000,3.000000
25.150000,12.500000,3.000000
25.650000,12.900000,3.000000
25.700000,13.500000,3.000000
26.300000,13.300000,3.000000
27.100000,14.550000,3.000000
27.150000,14.600000,3.000000
26.400000,14.350000,3.000000
26.400000,14.350000,3.000000
25.750000,14.550000,3.000000
25.750000,14.900000,3.000000
25.350000,14.650000,3.000000
23.700000,14.550000,3.000000
24.050000,14.900000,3.000000
23.650000,15.300000,3.000000
22.750000,14.500000,3.000000
22.000000,14.000000,3.000000
20.900000,12.950000,3.000000
20.300000,13.100000,3.000000
22.200000,16.450000,3.000000
22.150000,16.650000,3.000000
22.400000,15.150000,3.000000
22.150000,15.200000,3.000000
23.950000,15.950000,3.000000
24.250000,16.100000,3.000000
24.800000,16.100000,3.000000
25.150000,16.150000,3.000000
25.500000,16.700000,3.000000
25.750000,16.850000,3.000000
26.200000,16.850000,3.000000
26.250000,16.900000,3.000000
26.250000,16.350000,3.000000
26.750000,16.200000,3.000000
27.400000,16.150000,3.000000
27.600000,16.850000,3.000000
26.950000,17.200000,3.000000
26.300000,18.100000,3.000000
27.550000,17.950000,3.000000
27.700000,17.600000,3.000000
28.250000,18.250000,3.000000
28.800000,19.150000,3.000000
28.500000,19.150000,3.000000
28.100000,19.350000,3.000000
28.050000,20.300000,3.000000
27.300000,20.500000,3.000000
27.100000,21.600000,3.000000
26.750000,19.500000,3.000000
26.500000,20.000000,3.000000
25.900000,19.800000,3.000000
25.100000,19.800000,3.000000
24.750000,20.700000,3.000000
24.350000,20.550000,3.000000
23.550000,20.350000,3.000000
24.300000,19.700000,3.000000
24.900000,19.000000,3.000000
24.700000,16.800000,3.000000
24.350000,16.800000,3.000000
24.400000,17.150000,3.000000
24.900000,17.300000,3.000000
24.350000,17.700000,3.000000
24.950000,17.800000,3.000000
24.950000,18.050000,3.000000
24.400000,18.350000,3.000000
23.650000,18.600000,3.000000
22.850000,18.900000,3.000000
22.400000,20.650000,3.000000
22.500000,17.800000,3.000000
22.450000,18.250000,3.000000
21.600000,17.700000,3.000000
21.350000,18.050000,3.000000
21.300000,18.250000,3.000000
19.950000,19.800000,3.000000
20.450000,20.450000,3.000000
20.350000,16.950000,3.000000
19.700000,17.450000,3.000000
19.350000,17.450000,3.000000
12.450000,9.150000,2.000000
10.100000,10.050000,2.000000
11.750000,12.200000,2.000000
9.550000,12.400000,2.000000
8.650000,13.350000,2.000000
7.750000,13.550000,2.000000
8.550000,15.150000,2.000000
8.050000,15.900000,2.000000
8.450000,15.900000,2.000000
8.600000,16.850000,2.000000
9.000000,17.050000,2.000000
9.000000,16.300000,2.000000
9.350000,16.300000,2.000000
9.550000,15.300000,2.000000
9.650000,14.850000,2.000000
10.150000,15.050000,2.000000
10.050000,15.600000,2.000000
10.400000,16.000000,2.000000
10.650000,16.000000,2.000000
10.900000,15.950000,2.000000
10.700000,15.350000,2.000000
11.350000,15.050000,2.000000
11.150000,14.750000,2.000000
11.050000,14.600000,2.000000
11.150000,14.200000,2.000000
11.100000,13.600000,2.000000
12.500000,13.000000,2.000000
13.300000,12.450000,2.000000
13.500000,12.400000,2.000000
13.950000,11.750000,2.000000
14.400000,12.200000,2.000000
15.400000,12.200000,2.000000
15.250000,12.450000,2.000000
14.600000,12.750000,2.000000
14.100000,13.050000,2.000000
14.200000,13.250000,2.000000
14.750000,13.450000,2.000000
13.150000,13.400000,2.000000
13.050000,13.700000,2.000000
12.650000,13.650000,2.000000
15.450000,13.750000,2.000000
14.650000,14.200000,2.000000
13.750000,14.050000,2.000000
13.750000,14.500000,2.000000
12.950000,14.800000,2.000000
13.200000,14.900000,2.000000
13.250000,15.500000,2.000000
12.100000,15.350000,2.000000
12.150000,15.500000,2.000000
11.250000,16.400000,2.000000
12.700000,15.600000,2.000000
12.500000,16.150000,2.000000
12.700000,16.600000,2.000000
12.150000,16.200000,2.000000
11.950000,16.500000,2.000000
11.450000,16.800000,2.000000
11.050000,17.200000,2.000000
11.300000,17.600000,2.000000
11.650000,17.600000,2.000000
11.250000,18.250000,2.000000
11.050000,18.450000,2.000000
11.050000,18.550000,2.000000
10.550000,18.550000,2.000000
10.800000,19.200000,2.000000
7.450000,19.000000,1.000000
10.050000,20.100000,2.000000
9.950000,20.500000,2.000000
10.650000,20.450000,2.000000
10.300000,22.750000,2.000000
11.700000,19.600000,2.000000
12.200000,19.650000,2.000000
13.200000,20.100000,2.000000
13.550000,20.050000,2.000000
14.150000,20.050000,2.000000
14.250000,21.500000,2.000000
13.250000,21.400000,2.000000
12.850000,18.100000,2.000000
13.750000,18.300000,2.000000
14.200000,18.350000,2.000000
14.250000,18.800000,2.000000
13.750000,16.000000,2.000000
13.750000,16.700000,2.000000
13.750000,17.050000,2.000000
14.050000,16.800000,2.000000
14.500000,16.950000,2.000000
14.750000,16.650000,2.000000
15.250000,16.050000,2.000000
15.400000,16.200000,2.000000
15.850000,16.200000,2.000000
15.500000,15.550000,2.000000
15.000000,14.950000,2.000000
16.600000,16.150000,2.000000
17.900000,15.600000,2.000000
17.500000,18.050000,2.000000
16.650000,17.500000,2.000000
15.450000,17.300000,2.000000
15.450000,17.800000,2.000000
15.700000,18.400000,2.000000
